City,Cloudiness,Country,Date,Humidity,Longitude,Lattitude,Max Temperature,Wind Speed
Oda,0,JP,1554317609,94,132.5,35.19,49.17,14.83
Road Town,40,VG,1554317309,58,-64.62,18.42,84.2,9.17
Piterka,92,RU,1554317610,95,47.44,50.68,35.67,14.72
Derazhnya,0,UA,1554317610,53,27.43,49.27,37.74,9.57
Lihula,0,EE,1554317403,41,23.83,58.68,46.0,5.01
Rampur,0,IN,1554317611,68,79.03,28.8,72.84,2.75
Sao Felix do Xingu,24,BR,1554317611,69,-51.99,-6.64,87.24,2.64
Porto Novo,0,BR,1554314400,45,-45.44,-23.68,84.2,4.7
Prince George,1,CA,1554317419,55,-122.75,53.92,46.0,6.93
Alofi,92,NU,1554314400,100,-169.92,-19.06,68.0,1.12
Hot Springs,1,US,1554317226,34,-93.06,34.5,72.0,9.17
Gijon,40,ES,1554317476,75,-5.66,43.54,45.0,6.93
Baishishan,24,CN,1554317612,31,127.55,43.58,36.39,4.54
Hami,0,CN,1554317612,46,93.51,42.84,51.15,4.99
Warwick,20,US,1554317610,33,-71.42,41.7,63.0,12.75
Ekibastuz,32,KZ,1554317613,82,75.32,51.72,46.83,6.22
Maningrida,92,AU,1554317613,96,134.23,-12.05,80.04,18.52
Atar,0,MR,1554317614,88,-13.05,20.52,76.35,3.42
Constitucion,5,MX,1554317417,13,-104.67,23.99,72.0,6.93
Kalinovskaya,0,RU,1554314400,71,45.52,43.57,50.0,17.9
Sinop,68,TR,1554317449,98,35.15,42.03,46.92,10.47
Avera,1,US,1554317587,26,-82.53,33.19,71.01,3.36
Rybinsk,8,RU,1554317615,85,38.83,58.05,26.94,3.65
Port Hardy,90,CA,1554314400,87,-127.42,50.7,48.2,4.7
Ambon,68,FR,1554317526,70,-2.56,47.55,46.0,5.82
Ostrovnoy,20,RU,1554317615,84,39.51,68.05,28.38,12.59
Havelock,1,US,1554317294,39,-76.9,34.88,66.99,4.7
Natal,40,BR,1554314400,70,-35.21,-5.81,86.0,9.17
Montlucon,92,FR,1554317209,79,2.6,46.33,39.0,3.0
Tsybli,0,UA,1554316200,51,31.57,49.99,35.6,2.24
Port Moresby,40,PG,1554314400,100,147.16,-9.47,73.4,5.82
Sao Gabriel da Cachoeira,75,BR,1554314400,66,-67.09,-0.13,89.6,3.36
Broome,20,GB,1554317598,86,1.45,52.47,43.0,4.7
Puerto Escondido,20,MX,1554316860,58,-97.07,15.86,87.8,11.41
Rongcheng,0,CN,1554317617,66,122.42,37.16,42.96,14.72
Tiksi,88,RU,1554317618,74,128.87,71.64,21.0,3.42
Oktyabrskoye,0,RU,1554317430,58,85.44,56.73,36.0,2.24
Kavaratti,0,IN,1554317618,100,72.64,10.57,84.45,4.76
Rochester,1,US,1554317612,49,-92.46,44.02,52.0,11.41
Mahibadhoo,0,MV,1554317619,100,72.97,3.78,84.0,4.76
Pitimbu,24,BR,1554317619,90,-34.81,-7.47,84.81,9.24
Shitanjing,92,CN,1554317488,12,106.34,39.23,55.0,2.53
Komsomolskiy,80,RU,1554317619,90,63.78,67.55,25.86,6.11
Liptovsky Hradok,40,SK,1554317409,49,19.72,49.04,53.01,4.7
Conceicao da Barra,12,BR,1554317620,87,-39.73,-18.59,81.93,7.0
Kiama,75,AU,1554317524,93,150.86,-34.67,66.0,4.7
Conceicao do Araguaia,0,BR,1554317408,95,-49.26,-8.26,86.52,4.43
Khandyga,20,RU,1554317620,65,135.58,62.65,10.29,2.42
Mandalgovi,0,MN,1554317621,59,106.27,45.76,34.59,6.11
Bahawalpur,0,PK,1554317333,43,71.66,29.39,82.29,8.23
Maputo,75,MZ,1554314400,88,32.57,-25.97,73.4,2.24
Longkou,0,CN,1554317621,75,120.47,37.64,47.01,19.53
Fairbanks,1,US,1554317516,37,-147.72,64.84,24.01,16.11
Bereda,40,ES,1554317591,75,-7.54,43.27,51.01,11.41
Champaign,40,US,1554317474,41,-88.24,40.12,59.0,5.82
Seddon,0,NZ,1554317230,100,174.07,-41.67,39.99,2.98
Bakel,48,SN,1554317622,25,-12.46,14.9,97.5,8.01
Tuatapere,80,NZ,1554317622,98,167.69,-46.13,56.1,15.84
Vereshchagino,0,RU,1554317623,81,54.67,58.07,23.79,8.79
East London,0,ZA,1554314400,78,27.91,-33.02,71.6,12.75
Husavik,68,CA,1554317411,47,-96.99,50.56,30.99,7.0
Jijiga,80,ET,1554317624,54,42.8,9.35,70.68,0.85
Ahipara,48,NZ,1554317624,100,173.16,-35.17,61.23,12.71
Sabang,48,PH,1554317624,97,123.58,13.72,75.54,7.23
Cayenne,75,GF,1554316200,66,-52.33,4.94,84.2,14.99
Oxbow,1,CA,1554317181,41,-102.17,49.23,39.2,12.75
Saucillo,0,MX,1554317625,13,-105.29,28.03,75.54,7.78
Ixtapa,5,MX,1554317411,58,-105.21,20.71,82.4,9.17
Mehamn,90,NO,1554313800,92,27.85,71.03,32.0,8.05
Talnakh,68,RU,1554317626,91,88.39,69.49,18.57,3.65
Altagracia de Orituco,12,VE,1554317626,41,-66.38,9.86,92.55,13.27
Umm Kaddadah,0,SD,1554317626,15,26.69,13.6,77.07,8.12
Dingle,0,PH,1554317626,81,122.67,11.0,75.63,8.12
Trelew,92,AR,1554317627,29,-65.31,-43.25,71.94,4.65
Pangoa,64,PE,1554317627,84,-73.0,-12.12,75.0,1.97
Nanortalik,56,GL,1554317627,100,-45.24,60.14,31.08,38.65
Almaznyy,40,RU,1554314400,100,40.04,48.03,35.6,8.95
Mecca,0,SA,1554317463,38,39.83,21.43,63.84,3.65
Cedar City,90,US,1554317150,53,-113.06,37.68,55.0,5.82
Fortuna Foothills,1,US,1554317583,37,-114.41,32.66,75.0,13.87
San Patricio,92,PY,1554317628,90,-56.83,-26.98,77.43,3.09
Billings,90,US,1554317212,39,-108.5,45.79,53.01,4.21
Bismarck,1,US,1554317598,44,-100.78,46.81,43.0,16.11
Klyuchi,88,RU,1554317629,49,79.17,52.25,47.46,11.81
Motygino,0,RU,1554317629,62,94.69,58.18,25.23,6.11
Marsa Matruh,0,EG,1554317543,74,27.25,31.35,56.1,8.46
Valparaiso,40,US,1554317482,20,-87.06,41.47,59.0,5.82
Black River,20,JM,1554317201,74,-77.85,18.03,84.99,16.11
San Vicente de Canete,56,PE,1554317630,83,-76.38,-13.08,70.95,4.21
Prince Rupert,1,CA,1554314400,57,-130.32,54.32,50.0,6.93
Namibe,12,AO,1554317630,100,12.15,-15.19,79.59,9.24
Eyl,56,SO,1554317630,100,49.82,7.98,78.69,3.76
Te Anau,32,NZ,1554317631,81,167.72,-45.41,40.98,6.11
Vung Tau,80,VN,1554317631,95,107.08,10.35,82.74,8.34
Mtama,8,TZ,1554317631,71,39.37,-10.3,75.54,4.32
Reconquista,44,AR,1554317374,62,-59.64,-29.14,88.59,4.21
Xining,92,CN,1554317631,78,101.77,36.62,31.26,2.64
Cairns,75,AU,1554317296,94,145.77,-16.92,75.2,11.41
Paamiut,80,GL,1554317632,94,-49.67,61.99,31.08,17.96
Iralaya,40,HN,1554314400,74,-83.23,15.0,86.0,8.05
Zlobin,20,HR,1554317616,82,14.65,45.29,55.4,6.93
Mareeba,75,AU,1554317597,94,145.42,-16.99,75.2,11.41
Constantine,75,DZ,1554314400,63,6.61,36.36,60.8,17.22
Dudinka,88,RU,1554317633,89,86.18,69.41,19.47,7.23
Opoczno,24,PL,1554317544,42,20.29,51.38,54.0,18.97
Tokur,44,RU,1554317634,75,132.9,53.13,11.37,1.86
Sulangan,0,PH,1554317634,100,123.72,11.14,81.3,16.51
Zarya,0,RU,1554317127,84,39.64,45.67,45.0,9.57
La Ronge,75,CA,1554314400,48,-105.3,55.1,17.6,4.7
Rupert,90,US,1554315720,81,-113.68,42.62,50.0,11.41
Iskateley,56,RU,1554317635,91,53.15,67.68,30.36,13.49
Buala,68,SB,1554317635,100,159.59,-8.15,79.68,7.67
Jiayuguan,0,CN,1554317635,64,98.29,39.77,29.37,4.43
Gorlice,44,PL,1554317260,48,21.16,49.66,51.01,11.01
Simao,12,CN,1554317636,96,100.79,22.76,51.96,1.97
Grand-Lahou,8,CI,1554317636,69,-5.0,5.24,85.44,7.11
Nichinan,0,JP,1554317549,60,131.31,31.65,42.01,4.0
Waingapu,8,ID,1554317636,98,120.26,-9.65,69.96,2.75
Tiarei,20,PF,1554317546,66,-149.33,-17.53,86.0,5.82
Pangnirtung,90,CA,1554316200,84,-65.72,66.15,6.8,6.93
Takoradi,12,GH,1554317637,94,-1.75,4.89,84.45,10.69
Huron,75,US,1554314100,57,-98.21,44.36,48.2,8.05
Ginda,12,IN,1554317638,80,78.49,30.69,49.53,2.42
Sisophon,56,KH,1554317638,94,102.97,13.59,74.46,2.98
Beloha,0,MG,1554317638,72,45.06,-25.17,76.44,10.69
Benjamin Aceval,90,PY,1554314400,88,-57.57,-24.97,77.0,5.82
Birr,92,IE,1554317632,89,-7.91,53.1,41.0,1.99
Sabha,12,LY,1554317639,42,14.43,27.03,70.68,3.53
Zitlala,20,MX,1554317639,29,-99.19,17.69,82.38,2.3
Urucui,8,BR,1554317640,70,-44.56,-7.23,86.52,4.09
San Matias,75,HN,1554314400,50,-86.63,13.97,77.0,16.11
Kloulklubed,75,PW,1554313800,94,134.26,7.04,77.0,4.7
Teguise,20,ES,1554316200,56,-13.56,29.06,69.8,9.17
Asyut,0,EG,1554317641,25,31.19,27.18,69.69,8.34
Walvis Bay,0,NA,1554314530,68,14.51,-22.95,64.4,5.82
Buenos Aires,20,AR,1554317404,68,-58.44,-34.61,78.01,9.17
Fethiye,75,TR,1554317543,93,29.12,36.62,55.4,4.7
Kenora,75,CA,1554317526,46,-94.48,49.76,28.4,12.75
Vardo,1,US,1554317441,5,-77.74,39.62,68.0,20.8
Hue,20,VN,1554314400,100,107.58,16.47,77.0,2.24
Tessalit,0,ML,1554317642,16,1.01,20.2,91.02,2.75
Alta Floresta,12,BR,1554317643,84,-56.08,-9.87,84.36,2.64
Hanna,32,CA,1554317343,47,-111.93,51.64,46.99,13.0
Katangli,92,RU,1554317643,88,143.23,51.71,26.76,20.87
Flinders,75,AU,1554317524,93,150.85,-34.58,66.0,4.7
Kalmar,0,SE,1554317101,80,16.36,56.66,44.01,4.7
Tchamba,0,TG,1554317644,52,1.42,9.03,87.6,1.3
Puerto Baquerizo Moreno,90,EC,1554314400,88,-89.6,-0.9,82.4,10.29
Placido de Castro,8,BR,1554317644,64,-67.19,-10.34,90.48,2.98
North Bend,90,US,1554317214,93,-124.22,43.41,52.0,11.41
Monticello,1,US,1554317645,39,-93.79,45.31,48.99,9.24
Noumea,90,NC,1554316200,83,166.46,-22.28,75.2,1.12
Vila,75,IT,1554317571,76,8.4,45.18,55.99,10.29
Kerrobert,75,CA,1554317239,34,-109.14,51.92,48.99,20.8
College,1,US,1554317232,37,-147.8,64.86,24.01,16.11
Macapa,75,BR,1554314400,94,-51.07,0.05,82.4,8.05
Moerai,48,PF,1554317647,95,-151.33,-22.43,80.13,15.05
Lagos,20,NG,1554314400,79,3.39,6.46,86.0,5.82
Erzin,40,TR,1554317491,100,36.2,36.95,59.0,8.05
Gao,8,ML,1554317648,13,-0.04,16.28,101.64,6.89
Vagur,36,FO,1554317648,100,-6.81,61.47,43.41,26.02
Leningradskiy,32,RU,1554317648,83,178.42,69.38,7.68,16.51
Caucaia,75,BR,1554317290,74,-38.66,-3.73,82.4,9.17
Luwuk,88,ID,1554317649,100,122.79,-0.95,77.52,1.74
Tautira,20,PF,1554317546,66,-149.15,-17.73,86.0,5.82
Yerbogachen,76,RU,1554317649,86,108.01,61.28,27.21,3.42
Half Moon Bay,90,US,1554317503,82,-122.43,37.46,62.01,9.17
Itarema,88,BR,1554317650,93,-39.92,-2.92,81.57,9.01
Angol,75,CL,1554314400,36,-72.71,-37.8,77.0,11.41
Gamba,0,CN,1554317650,44,88.52,28.28,-1.42,4.54
Olinda,40,EC,1554317437,66,-79.75,-2.03,87.8,4.7
Dali,12,CN,1554317651,100,100.24,25.6,42.87,2.42
Magrath,90,CA,1554316461,26,-112.86,49.42,55.99,16.11
Pozo Colorado,88,PY,1554317651,96,-58.8,-23.49,79.23,7.34
Quatre Cocos,40,MU,1554317643,83,57.76,-20.21,80.6,7.0
Luorong,100,CN,1554317652,97,109.6,24.41,58.53,4.99
Meadow Lake,90,CA,1554314400,49,-108.44,54.13,26.6,16.11
Bonthe,92,SL,1554317652,76,-12.5,7.53,83.01,6.33
Coihaique,75,CL,1554314400,58,-72.07,-45.58,55.4,10.29
Vila Franca do Campo,40,PT,1554317603,67,-25.43,37.72,59.0,16.11
Inuvik,75,CA,1554315240,76,-133.71,68.36,-0.41,4.7
Salalah,0,OM,1554313800,69,54.1,17.01,80.6,2.24
Menongue,44,AO,1554317653,26,17.68,-14.66,78.42,4.21
Payakumbuh,12,ID,1554317653,91,100.63,-0.23,70.59,2.42
Riyadh,0,SA,1554314400,24,46.72,24.63,80.6,9.17
Muros,40,ES,1554317634,75,-9.06,42.77,57.0,6.93
Nizhniy Baskunchak,20,RU,1554317654,86,46.83,48.22,38.91,10.47
Canon City,36,US,1554317654,97,-117.13,39.46,41.52,3.53
Brae,92,GB,1554315600,81,-1.35,60.4,44.6,17.22
Port Macquarie,40,AU,1554317405,93,152.91,-31.43,59.0,6.89
Allapalli,0,IN,1554317655,45,80.06,19.43,84.18,10.25
Yalova,75,TR,1554315600,75,29.27,40.66,50.0,12.75
Mitsamiouli,20,KM,1554314400,83,43.28,-11.38,80.6,3.36
Poli,0,CM,1554317656,30,13.24,8.48,90.84,4.54
Leninskoye,0,RU,1554314400,51,82.85,54.82,35.6,6.71
Motihari,0,IN,1554317656,59,84.91,26.65,76.8,9.35
Margate,20,AU,1554317655,75,147.26,-43.03,43.0,10.29
Ust-Maya,12,RU,1554317657,70,134.54,60.42,12.72,2.53
Pitogo,36,PH,1554317657,99,122.09,13.79,79.59,10.25
Wuwei,80,CN,1554317657,76,102.64,37.93,36.57,3.87
Oudtshoorn,0,ZA,1554314400,72,22.2,-33.59,62.6,4.7
Isangel,100,VU,1554314400,83,169.27,-19.55,75.2,4.7
Batagay,68,RU,1554317658,63,134.64,67.65,8.49,2.75
Vallenar,12,CL,1554317495,68,-70.76,-28.58,68.52,2.98
Nautanwa,0,NP,1554317658,66,83.42,27.43,68.97,3.76
Mount Isa,0,AU,1554314400,46,139.49,-20.73,73.4,5.82
Villafranca de los Barros,0,ES,1554317584,31,-6.34,38.56,64.4,14.99
Bethanien,0,NA,1554317659,16,17.16,-26.5,80.85,11.92
Star,44,RU,1554317659,51,34.15,53.62,39.27,7.0
Taoudenni,76,ML,1554317660,22,-3.98,22.68,93.54,5.32
Kununurra,24,AU,1554314400,77,128.74,-15.77,69.8,7.0
Marsh Harbour,36,BS,1554317660,100,-77.06,26.54,74.82,16.73
Puerto Lempira,40,HN,1554314400,74,-83.77,15.27,86.0,8.05
Borba,0,PT,1554314400,31,-7.46,38.81,64.4,14.99
Goure,0,NE,1554317660,11,10.27,13.98,92.91,8.9
Pacific Grove,76,US,1554317624,77,-121.92,36.62,61.0,4.7
Berezovyy,0,RU,1554317661,64,135.7,51.67,7.77,2.3
Narrabri,0,AU,1554314400,67,149.78,-30.33,60.8,4.7
Oranjemund,44,ZA,1554317661,90,16.43,-28.55,60.42,8.46
Nagorsk,0,RU,1554317662,66,50.8,59.32,19.74,2.98
Vavoua,0,CI,1554317662,71,-6.48,7.38,83.64,3.42
Linxia,12,CN,1554317662,80,103.21,35.6,29.64,0.96
Kapit,80,MY,1554317662,95,112.94,2.02,74.01,1.97
Mayo,20,CA,1554314400,26,-135.9,63.59,19.4,13.87
Del Rio,90,US,1554314280,88,-100.9,29.36,64.4,14.99
Gurlan,0,UZ,1554314400,76,60.39,41.84,59.0,4.7
Raton,1,US,1554317583,22,-104.44,36.9,61.0,10.29
Johi,0,PK,1554317664,52,67.61,26.69,77.52,3.42
Vao,0,EE,1554317664,77,26.19,59.1,38.19,8.68
Ochakiv,0,UA,1554316200,51,31.55,46.61,39.2,8.01
Marawi,56,PH,1554317174,89,124.29,8.0,73.99,7.0
Fort Saint James,44,CA,1554317665,56,-124.25,54.43,41.97,2.98
Kulunda,92,RU,1554317665,57,78.94,52.57,41.7,11.03
Kastamonu,20,TR,1554317450,76,33.78,41.38,36.93,2.86
Chapais,90,CA,1554316140,94,-74.86,49.78,33.8,8.05
Soyo,8,AO,1554317666,76,12.37,-6.13,84.99,5.88
Rabo de Peixe,40,PT,1554317663,67,-25.58,37.8,59.0,16.11
Boma,8,NG,1554317666,21,4.46,11.23,98.04,5.66
Xiaoweizhai,100,CN,1554317667,99,107.51,26.23,47.82,3.31
Hirara,100,JP,1554317667,100,125.28,24.8,71.31,19.75
Novo Aripuana,20,BR,1554317667,56,-60.38,-5.12,92.64,2.64
Srednekolymsk,0,RU,1554317667,70,153.71,67.46,11.28,2.98
Nieuw Amsterdam,40,SR,1554317413,46,-55.08,5.88,91.4,13.87
At-Bashi,20,KG,1554317668,74,75.81,41.17,25.14,1.3
Lixourion,75,GR,1554317444,87,20.43,38.2,60.01,5.82
Guymon,1,US,1554317264,48,-101.48,36.68,62.6,4.7
Katherine,90,AU,1554314400,65,132.26,-14.47,80.6,5.82
Sechura,8,PE,1554317669,75,-80.82,-5.56,80.76,8.68
Narsaq,20,GL,1554313800,58,-46.05,60.91,30.2,21.92
Kalmunai,0,LK,1554317669,99,81.82,7.42,73.11,4.43
Boshan,12,CN,1554316045,44,117.83,36.48,55.99,3.0
Nema,0,RU,1554317670,83,50.5,57.51,29.01,9.69
Baykalsk,88,RU,1554317649,37,104.15,51.52,30.0,5.01
Halifax,90,CA,1554317418,100,-63.58,44.65,45.0,19.46
Jumla,0,NP,1554317670,94,82.18,29.28,29.46,2.64
Kawalu,88,ID,1554317671,100,108.21,-7.38,67.35,0.85
Scarborough,80,GB,1554317642,80,-0.41,54.28,42.8,5.82
Santiago del Estero,24,AR,1554317671,78,-64.26,-27.8,85.8,6.89
Abu Kamal,0,SY,1554317672,72,40.92,34.45,56.46,10.47
Petropavlovsk-Kamchatskiy,92,RU,1554314400,60,158.65,53.05,39.2,15.66
Innisfail,75,CA,1554317115,64,-113.95,52.02,48.0,5.82
Boshnyakovo,32,RU,1554317672,84,142.17,49.65,22.17,9.91
Carnduff,24,CA,1554317181,42,-101.8,49.17,36.0,10.0
Arandis,0,NA,1554314530,89,14.98,-22.42,61.0,5.01
Rocha,0,UY,1554317636,71,-54.34,-34.48,72.75,7.78
Mabaruma,36,GY,1554317673,58,-59.78,8.2,87.24,10.36
Cruzeiro do Sul,75,BR,1554314400,79,-72.67,-7.63,87.8,4.7
Liverpool,20,GB,1554317354,80,-2.98,53.41,43.0,4.7
Qianan,88,CN,1554317674,31,124.06,44.99,34.5,8.01
Kahului,40,US,1554317631,69,-156.47,20.89,78.8,12.75
Ranaghat,40,IN,1554316200,94,88.56,23.17,80.6,5.82
Muisne,90,EC,1554314400,83,-80.02,0.61,80.6,9.17
Boende,0,CD,1554317675,71,20.88,-0.28,84.09,1.97
Taonan,56,CN,1554317675,28,122.78,45.34,36.57,11.36
Anloga,20,GH,1554314400,84,0.9,5.79,86.0,10.29
Quthing,64,LS,1554317676,76,27.7,-30.4,58.98,4.21
Cartagena,0,ES,1554317564,68,-1.0,37.63,70.0,14.99
Dalby,0,AU,1554317450,87,151.26,-27.18,59.0,6.93
